"run","tick","OriginOfConsumedResouces"
1,282.0,"Western Asia:Northern America|278428.08;South America|0.0;Central Asia|20316.82;Eastern Europe|75390.82;Northern Europe|2528.5;Western Europe|118013.72;Oceania|28428.79;Russian Federation|20696.61;India|0.0;Pakistan|0.0;United States of America|235452.3;China|0.0;"
1,282.0,"Eastern Asia:Northern America|198167.68;South America|0.0;Central Asia|5896.67;Eastern Europe|3629.52;Northern Europe|2607.0;Western Europe|1591.8;Oceania|59408.55;Russian Federation|34942.15;India|0.0;Pakistan|0.0;United States of America|580102.95;China|0.0;"
1,282.0,"Southern Africa:Northern America|4668.44;South America|509.92;Central Asia|0.0;Eastern Europe|1489.61;Northern Europe|1292.5;Western Europe|0.0;Oceania|40219.98;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|5010.8;China|0.0;"
1,282.0,"South-Eastern Asia:Northern America|43671.04;South America|0.0;Central Asia|16570.38;Eastern Europe|6222.23;Northern Europe|3818.0;Western Europe|0.0;Oceania|577536.09;Russian Federation|19450.34;India|0.0;Pakistan|0.0;United States of America|23390.9;China|0.0;"
1,282.0,"Caribbean:Northern America|25696.84;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|1569.5;Western Europe|0.0;Oceania|18385.55;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|136554.85;China|0.0;"
1,283.0,"Pakistan:Northern America|21056.12;South America|2340.25;Central Asia|3975.68;Eastern Europe|57444.08;Northern Europe|15135.98;Western Europe|122512.07;Oceania|23885.27;Russian Federation|12319.28;India|5498.0;Pakistan|1463936.44;United States of America|39661.34;China|0.0;"
1,283.0,"India:Northern America|7991.02;South America|1218.5;Central Asia|5119.62;Eastern Europe|70331.12;Northern Europe|29714.42;Western Europe|80150.51;Oceania|37631.76;Russian Federation|12994.16;India|5683978.05;Pakistan|1213.72;United States of America|104257.29;China|0.0;"
1,283.0,"Western Europe:Northern America|2075.5;South America|0.0;Central Asia|0.0;Eastern Europe|3548.6;Northern Europe|2072.26;Western Europe|3491126.25;Oceania|867.88;Russian Federation|166.96;India|0.0;Pakistan|0.0;United States of America|2682.16;China|0.0;"
1,283.0,"China:Northern America|62860.0;South America|15057.45;Central Asia|10541.37;Eastern Europe|77726.2;Northern Europe|34165.08;Western Europe|93101.11;Oceania|43263.97;Russian Federation|49736.4;India|8602.51;Pakistan|4223.44;United States of America|124754.5;China|9284887.22;"
1,283.0,"United States of America:Northern America|545.94;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|638.42;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|2929590.65;China|0.0;"
1,283.0,"Northern Africa:Northern America|24750.2;South America|0.0;Central Asia|15757.74;Eastern Europe|45699.28;Northern Europe|15102.78;Western Europe|746249.73;Oceania|17700.23;Russian Federation|6892.42;India|0.0;Pakistan|0.0;United States of America|303954.38;China|0.0;"
1,283.0,"Russian Federation:Northern America|1588.62;South America|0.0;Central Asia|1505.65;Eastern Europe|7786.88;Northern Europe|3389.66;Western Europe|7031.98;Oceania|5129.67;Russian Federation|2909913.08;India|0.0;Pakistan|0.0;United States of America|18336.96;China|0.0;"
1,283.0,"Western Africa:Northern America|8842.32;South America|581.95;Central Asia|0.0;Eastern Europe|22307.04;Northern Europe|27880.9;Western Europe|8658.33;Oceania|115178.2;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|84034.47;China|0.0;"
1,283.0,"South America:Northern America|4678.46;South America|1717383.95;Central Asia|125.04;Eastern Europe|6792.68;Northern Europe|1787.66;Western Europe|9193.55;Oceania|4664.09;Russian Federation|632.5;India|0.0;Pakistan|0.0;United States of America|78324.16;China|0.0;"
1,283.0,"Northern Europe:Northern America|3260.88;South America|0.0;Central Asia|0.0;Eastern Europe|358.56;Northern Europe|1846039.06;Western Europe|4563.79;Oceania|1081.02;Russian Federation|550.52;India|0.0;Pakistan|0.0;United States of America|5197.83;China|0.0;"
1,283.0,"Northern America:Northern America|732207.44;South America|497.9;Central Asia|880.57;Eastern Europe|6374.0;Northern Europe|3521.8;Western Europe|3564.91;Oceania|3345.96;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|8952.54;China|0.0;"
1,283.0,"Oceania:Northern America|575.9;South America|0.0;Central Asia|152.33;Eastern Europe|139.32;Northern Europe|0.0;Western Europe|427.33;Oceania|427579.94;Russian Federation|163.7;India|0.0;Pakistan|0.0;United States of America|1079.98;China|0.0;"
1,283.0,"Eastern Africa:Northern America|6071.7;South America|0.0;Central Asia|0.0;Eastern Europe|22834.52;Northern Europe|1923.8;Western Europe|0.0;Oceania|144300.7;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|14366.31;China|0.0;"
1,283.0,"Middle Africa:Northern America|2060.4;South America|115.5;Central Asia|0.0;Eastern Europe|4981.28;Northern Europe|6294.62;Western Europe|698.26;Oceania|45192.88;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|9689.82;China|0.0;"
1,283.0,"Eastern Europe:Northern America|3540.9;South America|0.0;Central Asia|183.09;Eastern Europe|3225450.76;Northern Europe|627.72;Western Europe|2318.79;Oceania|978.11;Russian Federation|1280.3;India|0.0;Pakistan|0.0;United States of America|2616.42;China|0.0;"
1,283.0,"Central Asia:Northern America|4954.86;South America|1030.65;Central Asia|1057111.21;Eastern Europe|18073.48;Northern Europe|6924.56;Western Europe|5417.27;Oceania|8555.55;Russian Federation|3268.34;India|1389.74;Pakistan|118.64;United States of America|21072.14;China|0.0;"
1,283.0,"Southern Europe:Northern America|248903.2;South America|0.0;Central Asia|6964.57;Eastern Europe|58118.6;Northern Europe|24376.2;Western Europe|178962.28;Oceania|18695.99;Russian Federation|7291.54;India|0.0;Pakistan|0.0;United States of America|197163.7;China|0.0;"
1,283.0,"Central America:Northern America|27165.02;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|21638.58;Western Europe|0.0;Oceania|28328.89;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|222812.58;China|0.0;"
1,283.0,"Southern Asia:Northern America|368001.32;South America|0.0;Central Asia|19142.51;Eastern Europe|97922.68;Northern Europe|33022.24;Western Europe|1579.61;Oceania|155536.81;Russian Federation|21289.24;India|0.0;Pakistan|0.0;United States of America|68461.13;China|0.0;"
1,283.0,"Western Asia:Northern America|250894.68;South America|0.0;Central Asia|20943.82;Eastern Europe|100104.08;Northern Europe|28764.68;Western Europe|120056.52;Oceania|27776.73;Russian Federation|20947.54;India|0.0;Pakistan|0.0;United States of America|235082.38;China|0.0;"
1,283.0,"Eastern Asia:Northern America|153819.96;South America|0.0;Central Asia|6083.53;Eastern Europe|30551.92;Northern Europe|16901.1;Western Europe|1620.12;Oceania|77949.74;Russian Federation|35402.26;India|0.0;Pakistan|0.0;United States of America|579754.79;China|0.0;"
1,283.0,"Southern Africa:Northern America|1725.32;South America|160.05;Central Asia|0.0;Eastern Europe|1456.84;Northern Europe|4869.18;Western Europe|0.0;Oceania|39652.92;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|4878.28;China|0.0;"
1,283.0,"South-Eastern Asia:Northern America|16199.14;South America|0.0;Central Asia|11838.64;Eastern Europe|33443.8;Northern Europe|25122.18;Western Europe|0.0;Oceania|571232.56;Russian Federation|6613.4;India|0.0;Pakistan|0.0;United States of America|23641.83;China|0.0;"
1,283.0,"Caribbean:Northern America|14923.88;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|13595.72;Western Europe|0.0;Oceania|17899.05;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|135845.28;China|0.0;"
1,284.0,"Pakistan:Northern America|23703.57;South America|714.04;Central Asia|4564.6;Eastern Europe|58032.64;Northern Europe|5340.39;Western Europe|127998.0;Oceania|25001.48;Russian Federation|3392.61;India|7301.58;Pakistan|1463886.44;United States of America|40855.96;China|0.0;"
1,284.0,"India:Northern America|10497.2;South America|371.63;Central Asia|5056.36;Eastern Europe|21303.68;Northern Europe|10505.83;Western Europe|82701.96;Oceania|12362.5;Russian Federation|3587.35;India|5681122.56;Pakistan|394.04;United States of America|100579.52;China|0.0;"
1,284.0,"Western Europe:Northern America|4419.67;South America|0.0;Central Asia|279.68;Eastern Europe|1086.96;Northern Europe|741.92;Western Europe|3600678.36;Oceania|288.07;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|770.88;China|0.0;"
1,284.0,"China:Northern America|64178.31;South America|14974.91;Central Asia|10355.36;Eastern Europe|79599.3;Northern Europe|12102.48;Western Europe|100216.4;Oceania|46384.98;Russian Federation|42682.04;India|12297.98;Pakistan|4621.72;United States of America|125071.04;China|9341268.0;"
1,284.0,"United States of America:Northern America|3135.28;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|213.86;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|2877945.36;China|0.0;"
1,284.0,"Northern Africa:Northern America|38122.81;South America|0.0;Central Asia|49203.68;Eastern Europe|17200.78;Northern Europe|5405.06;Western Europe|769658.16;Oceania|5885.0;Russian Federation|1925.4;India|0.0;Pakistan|0.0;United States of America|295804.76;China|0.0;"
1,284.0,"Russian Federation:Northern America|5941.14;South America|0.0;Central Asia|2590.28;Eastern Europe|9748.12;Northern Europe|1226.18;Western Europe|11236.16;Oceania|1724.01;Russian Federation|2511154.06;India|1625.28;Pakistan|0.0;United States of America|22007.88;China|0.0;"
1,284.0,"Western Africa:Northern America|28233.81;South America|590.83;Central Asia|0.0;Eastern Europe|22691.8;Northern Europe|10676.27;Western Europe|9111.4;Oceania|124804.9;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|83442.12;China|0.0;"
1,284.0,"South America:Northern America|7759.8;South America|1719406.82;Central Asia|452.2;Eastern Europe|2089.56;Northern Europe|642.66;Western Europe|10207.76;Oceania|1553.64;Russian Federation|178.12;India|0.0;Pakistan|0.0;United States of America|78175.76;China|0.0;"
1,284.0,"Northern Europe:Northern America|8521.8;South America|700.93;Central Asia|1639.92;Eastern Europe|3735.9;Northern Europe|2052519.46;Western Europe|11523.04;Oceania|376.05;Russian Federation|161.27;India|2499.2;Pakistan|143.26;United States of America|11260.28;China|0.0;"
1,284.0,"Northern America:Northern America|682931.67;South America|145.43;Central Asia|202.56;Eastern Europe|1860.0;Northern Europe|1199.61;Western Europe|1042.52;Oceania|1058.71;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|2444.96;China|0.0;"
1,284.0,"Oceania:Northern America|3813.94;South America|0.0;Central Asia|631.48;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|134.04;Oceania|464197.03;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|2561.48;China|0.0;"
1,284.0,"Eastern Africa:Northern America|20029.02;South America|0.0;Central Asia|0.0;Eastern Europe|23353.44;Northern Europe|704.33;Western Europe|0.0;Oceania|144105.7;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|14342.52;China|0.0;"
1,284.0,"Middle Africa:Northern America|7143.66;South America|116.47;Central Asia|0.0;Eastern Europe|5091.98;Northern Europe|2311.0;Western Europe|737.84;Oceania|48636.64;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|9669.48;China|0.0;"
1,284.0,"Eastern Europe:Northern America|6665.44;South America|0.0;Central Asia|861.84;Eastern Europe|3283413.36;Northern Europe|229.09;Western Europe|4243.84;Oceania|332.56;Russian Federation|364.09;India|0.0;Pakistan|0.0;United States of America|3331.72;China|0.0;"
1,284.0,"Central Asia:Northern America|6004.66;South America|308.71;Central Asia|898446.12;Eastern Europe|5388.38;Northern Europe|2409.77;Western Europe|1626.52;Oceania|2766.95;Russian Federation|889.45;India|419.76;Pakistan|0.0;United States of America|5870.04;China|0.0;"
1,284.0,"Southern Europe:Northern America|248748.94;South America|0.0;Central Asia|36045.08;Eastern Europe|42551.42;Northern Europe|8614.91;Western Europe|182220.12;Oceania|6137.76;Russian Federation|2010.96;India|0.0;Pakistan|0.0;United States of America|189427.68;China|0.0;"
1,284.0,"Central America:Northern America|47459.19;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|7804.3;Western Europe|0.0;Oceania|24199.12;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|218483.8;China|0.0;"
1,284.0,"Southern Asia:Northern America|360736.09;South America|0.0;Central Asia|47464.6;Eastern Europe|96334.96;Northern Europe|11662.34;Western Europe|1607.72;Oceania|148685.23;Russian Federation|5869.07;India|0.0;Pakistan|0.0;United States of America|65742.64;China|0.0;"
1,284.0,"Western Asia:Northern America|251234.32;South America|0.0;Central Asia|51554.72;Eastern Europe|98769.24;Northern Europe|10189.01;Western Europe|122539.88;Oceania|9140.11;Russian Federation|5791.82;India|0.0;Pakistan|0.0;United States of America|225826.48;China|0.0;"
1,284.0,"Eastern Asia:Northern America|161373.63;South America|0.0;Central Asia|12036.6;Eastern Europe|30484.04;Northern Europe|6053.74;Western Europe|1672.24;Oceania|55887.96;Russian Federation|9897.53;India|0.0;Pakistan|0.0;United States of America|603869.72;China|0.0;"
1,284.0,"Southern Africa:Northern America|5624.66;South America|163.28;Central Asia|0.0;Eastern Europe|1491.38;Northern Europe|1788.15;Western Europe|0.0;Oceania|42842.8;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|4875.2;China|0.0;"
1,284.0,"South-Eastern Asia:Northern America|30772.77;South America|0.0;Central Asia|40944.08;Eastern Europe|10530.3;Northern Europe|9234.02;Western Europe|0.0;Oceania|618937.63;Russian Federation|1896.47;India|0.0;Pakistan|0.0;United States of America|23627.92;China|0.0;"
1,284.0,"Caribbean:Northern America|27348.3;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|4908.76;Western Europe|0.0;Oceania|15765.03;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|133300.12;China|0.0;"
1,285.0,"Pakistan:Northern America|23635.0;South America|209.1;Central Asia|2021.64;Eastern Europe|56954.23;Northern Europe|6903.9;Western Europe|124688.2;Oceania|25998.45;Russian Federation|1359.9;India|2211.86;Pakistan|1453195.04;United States of America|12906.74;China|0.0;"
1,285.0,"India:Northern America|10927.8;South America|109.0;Central Asia|2264.08;Eastern Europe|21065.19;Northern Europe|11750.5;Western Europe|83379.6;Oceania|14289.32;Russian Federation|1454.6;India|5650653.36;Pakistan|123.56;United States of America|32158.08;China|0.0;"
1,285.0,"Western Europe:Northern America|1206.8;South America|0.0;Central Asia|121.56;Eastern Europe|318.82;Northern Europe|195.55;Western Europe|3306160.0;Oceania|0.0;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|240.48;China|0.0;"
1,285.0,"China:Northern America|63005.0;South America|4391.4;Central Asia|4576.64;Eastern Europe|78663.8;Northern Europe|13657.8;Western Europe|99427.55;Oceania|46949.68;Russian Federation|17058.4;India|12687.42;Pakistan|4691.88;United States of America|39445.82;China|9324670.65;"
1,285.0,"United States of America:Northern America|4569.6;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|1598.55;Western Europe|5328.1;Oceania|1904.0;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|3048932.86;China|0.0;"
1,285.0,"Northern Africa:Northern America|54984.8;South America|0.0;Central Asia|21953.56;Eastern Europe|16936.64;Northern Europe|19856.5;Western Europe|753222.9;Oceania|18400.39;Russian Federation|778.5;India|0.0;Pakistan|0.0;United States of America|259615.04;China|0.0;"
1,285.0,"Russian Federation:Northern America|15321.6;South America|5814.7;Central Asia|3991.44;Eastern Europe|25681.58;Northern Europe|11127.0;Western Europe|35696.85;Oceania|10783.45;Russian Federation|2553157.0;India|22667.51;Pakistan|5509.56;United States of America|44927.46;China|32930.37;"
1,285.0,"Western Africa:Northern America|27182.0;South America|568.8;Central Asia|0.0;Eastern Europe|22195.41;Northern Europe|10035.4;Western Europe|26880.95;Oceania|118660.53;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|66449.7;China|0.0;"
1,285.0,"South America:Northern America|8434.6;South America|1724150.8;Central Asia|202.6;Eastern Europe|632.9;Northern Europe|2093.45;Western Europe|14760.1;Oceania|3162.57;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|25081.5;China|0.0;"
1,285.0,"Northern Europe:Northern America|2302.4;South America|202.5;Central Asia|710.08;Eastern Europe|1086.04;Northern Europe|1904854.25;Western Europe|11791.35;Oceania|0.0;Russian Federation|0.0;India|739.93;Pakistan|0.0;United States of America|3482.46;China|0.0;"
1,285.0,"Northern America:Northern America|679226.0;South America|0.0;Central Asia|0.0;Eastern Europe|568.61;Northern Europe|1160.25;Western Europe|2402.85;Oceania|1297.27;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|798.7;China|0.0;"
1,285.0,"Oceania:Northern America|1030.4;South America|0.0;Central Asia|274.68;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|436771.86;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|793.16;China|0.0;"
1,285.0,"Eastern Africa:Northern America|19077.6;South America|0.0;Central Asia|0.0;Eastern Europe|19175.86;Northern Europe|655.95;Western Europe|13057.75;Oceania|135547.33;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|4486.32;China|0.0;"
1,285.0,"Middle Africa:Northern America|6809.2;South America|112.0;Central Asia|0.0;Eastern Europe|4931.47;Northern Europe|2150.05;Western Europe|5421.85;Oceania|45778.92;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|4859.16;China|0.0;"
1,285.0,"Eastern Europe:Northern America|7263.0;South America|0.0;Central Asia|389.92;Eastern Europe|3268882.82;Northern Europe|2150.05;Western Europe|10211.2;Oceania|1867.3;Russian Federation|149.6;India|0.0;Pakistan|0.0;United States of America|1074.58;China|0.0;"
1,285.0,"Central Asia:Northern America|14227.0;South America|331.3;Central Asia|1040236.2;Eastern Europe|19059.02;Northern Europe|11441.1;Western Europe|23740.75;Oceania|11046.88;Russian Federation|397.0;India|17076.66;Pakistan|4779.56;United States of America|6750.68;China|0.0;"
1,285.0,"Southern Europe:Northern America|244858.8;South America|0.0;Central Asia|16334.4;Eastern Europe|42556.67;Northern Europe|8279.45;Western Europe|222646.45;Oceania|5966.96;Russian Federation|825.7;India|0.0;Pakistan|0.0;United States of America|174598.58;China|0.0;"
1,285.0,"Central America:Northern America|46764.0;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|7507.3;Western Europe|20812.15;Oceania|23549.77;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|208169.22;China|0.0;"
1,285.0,"Southern Asia:Northern America|355371.2;South America|0.0;Central Asia|21525.44;Eastern Europe|96420.32;Northern Europe|11216.75;Western Europe|36428.15;Oceania|161712.46;Russian Federation|2407.1;India|0.0;Pakistan|0.0;United States of America|53994.6;China|0.0;"
1,285.0,"Western Asia:Northern America|248480.4;South America|0.0;Central Asia|23476.0;Eastern Europe|99250.63;Northern Europe|9838.85;Western Europe|151848.75;Oceania|29039.45;Russian Federation|2384.2;India|0.0;Pakistan|0.0;United States of America|223259.6;China|0.0;"
1,285.0,"Eastern Asia:Northern America|159786.6;South America|0.0;Central Asia|5486.32;Eastern Europe|30666.6;Northern Europe|5851.8;Western Europe|51127.0;Oceania|67695.06;Russian Federation|4081.8;India|0.0;Pakistan|0.0;United States of America|589527.54;China|0.0;"
1,285.0,"Southern Africa:Northern America|5336.6;South America|0.0;Central Asia|0.0;Eastern Europe|1185.4;Northern Europe|1658.15;Western Europe|0.0;Oceania|43879.39;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|1519.68;China|0.0;"
1,285.0,"South-Eastern Asia:Northern America|29332.8;South America|0.0;Central Asia|17968.44;Eastern Europe|7382.04;Northern Europe|8593.55;Western Europe|35272.6;Oceania|595208.12;Russian Federation|752.6;India|0.0;Pakistan|0.0;United States of America|7399.4;China|0.0;"
1,285.0,"Caribbean:Northern America|26938.0;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|4719.35;Western Europe|12678.35;Oceania|15335.57;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|127004.06;China|0.0;"
1,286.0,"Pakistan:Northern America|23766.4;South America|0.0;Central Asia|682.44;Eastern Europe|57301.04;Northern Europe|2164.6;Western Europe|40756.52;Oceania|24744.45;Russian Federation|596.0;India|689.92;Pakistan|1451829.85;United States of America|17535.0;China|0.0;"
1,286.0,"India:Northern America|11106.6;South America|0.0;Central Asia|763.76;Eastern Europe|21603.28;Northern Europe|3696.6;Western Europe|27351.44;Oceania|14312.2;Russian Federation|638.5;India|5651233.74;Pakistan|116.63;United States of America|36712.0;China|0.0;"
1,286.0,"Western Europe:Northern America|1390.8;South America|0.0;Central Asia|0.0;Eastern Europe|598.32;Northern Europe|0.0;Western Europe|3596243.52;Oceania|188.1;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|5536.5;China|0.0;"
1,286.0,"China:Northern America|62223.8;South America|1374.4;Central Asia|1522.4;Eastern Europe|77479.08;Northern Europe|4230.2;Western Europe|32111.32;Oceania|43401.85;Russian Federation|7383.5;India|3917.14;Pakistan|1376.89;United States of America|43267.0;China|9284495.32;"
1,286.0,"United States of America:Northern America|1332.8;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|486.6;Western Europe|1690.04;Oceania|485.85;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|2937785.0;China|0.0;"
1,286.0,"Northern Africa:Northern America|55532.6;South America|0.0;Central Asia|7441.16;Eastern Europe|17058.48;Northern Europe|6288.2;Western Europe|756210.36;Oceania|54096.35;Russian Federation|343.5;India|0.0;Pakistan|0.0;United States of America|296769.5;China|0.0;"
1,286.0,"Russian Federation:Northern America|24513.4;South America|11484.84;Central Asia|9167.24;Eastern Europe|42192.64;Northern Europe|19896.2;Western Europe|60137.76;Oceania|17743.95;Russian Federation|2571718.5;India|44161.14;Pakistan|10637.68;United States of America|71408.5;China|70464.84;"
1,286.0,"Western Africa:Northern America|27186.4;South America|180.72;Central Asia|0.0;Eastern Europe|22138.84;Northern Europe|3146.8;Western Europe|16298.16;Oceania|108695.45;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|85328.5;China|0.0;"
1,286.0,"South America:Northern America|9397.4;South America|1723836.28;Central Asia|0.0;Eastern Europe|903.84;Northern Europe|2289.8;Western Europe|16141.76;Oceania|3765.0;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|32816.0;China|0.0;"
1,286.0,"Northern Europe:Northern America|2489.4;South America|0.0;Central Asia|242.16;Eastern Europe|1101.92;Northern Europe|1969243.0;Western Europe|3926.48;Oceania|212.0;Russian Federation|0.0;India|235.9;Pakistan|0.0;United States of America|8732.5;China|0.0;"
1,286.0,"Northern America:Northern America|689402.4;South America|0.0;Central Asia|0.0;Eastern Europe|175.92;Northern Europe|370.2;Western Europe|797.24;Oceania|345.85;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|5650.5;China|0.0;"
1,286.0,"Oceania:Northern America|314.2;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|404850.75;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|1166.5;China|0.0;"
1,286.0,"Eastern Africa:Northern America|15204.8;South America|0.0;Central Asia|0.0;Eastern Europe|19281.2;Northern Europe|206.0;Western Europe|4304.8;Oceania|125160.65;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|18549.5;China|0.0;"
1,286.0,"Middle Africa:Northern America|6855.0;South America|0.0;Central Asia|0.0;Eastern Europe|4950.4;Northern Europe|677.4;Western Europe|2233.88;Oceania|42210.55;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|9959.5;China|0.0;"
1,286.0,"Eastern Europe:Northern America|2186.0;South America|0.0;Central Asia|130.48;Eastern Europe|3276313.68;Northern Europe|674.0;Western Europe|3345.04;Oceania|1831.75;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|5482.5;China|0.0;"
1,286.0,"Central Asia:Northern America|13979.6;South America|100.56;Central Asia|1061523.56;Eastern Europe|19134.8;Northern Europe|11060.8;Western Europe|24283.72;Oceania|10552.2;Russian Federation|166.75;India|5091.16;Pakistan|4298.17;United States of America|11611.5;China|0.0;"
1,286.0,"Southern Europe:Northern America|245474.4;South America|0.0;Central Asia|5495.16;Eastern Europe|42547.2;Northern Europe|8412.2;Western Europe|195899.96;Oceania|5478.8;Russian Federation|360.75;India|0.0;Pakistan|0.0;United States of America|225010.0;China|0.0;"
1,286.0,"Central America:Northern America|45975.6;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|2315.6;Western Europe|6689.08;Oceania|20153.75;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|223713.5;China|0.0;"
1,286.0,"Southern Asia:Northern America|354487.4;South America|0.0;Central Asia|7245.6;Eastern Europe|96415.8;Northern Europe|3526.6;Western Europe|11942.52;Oceania|163458.75;Russian Federation|1057.5;India|0.0;Pakistan|0.0;United States of America|90582.0;China|0.0;"
1,286.0,"Western Asia:Northern America|247566.8;South America|0.0;Central Asia|7851.96;Eastern Europe|98618.36;Northern Europe|9936.4;Western Europe|121742.64;Oceania|44068.65;Russian Federation|1042.75;India|0.0;Pakistan|0.0;United States of America|256912.0;China|0.0;"
1,286.0,"Eastern Asia:Northern America|157046.4;South America|0.0;Central Asia|1809.84;Eastern Europe|14619.88;Northern Europe|1803.2;Western Europe|16433.2;Oceania|85257.25;Russian Federation|1758.75;India|0.0;Pakistan|0.0;United States of America|609710.0;China|0.0;"
1,286.0,"Southern Africa:Northern America|2727.0;South America|0.0;Central Asia|0.0;Eastern Europe|1191.92;Northern Europe|522.6;Western Europe|0.0;Oceania|40498.9;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|5439.0;China|0.0;"
1,286.0,"South-Eastern Asia:Northern America|29469.2;South America|0.0;Central Asia|6058.8;Eastern Europe|2601.44;Northern Europe|2707.6;Western Europe|11587.56;Oceania|593244.2;Russian Federation|331.25;India|0.0;Pakistan|0.0;United States of America|7356.5;China|0.0;"
1,286.0,"Caribbean:Northern America|26478.8;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|1454.6;Western Europe|4074.76;Oceania|13277.65;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|136422.0;China|0.0;"
1,287.0,"Pakistan:Northern America|28656.05;South America|796.6;Central Asia|4335.28;Eastern Europe|65610.84;Northern Europe|5919.92;Western Europe|54802.99;Oceania|9807.01;Russian Federation|272.7;India|6168.7;Pakistan|1451884.48;United States of America|28760.63;China|12415.8;"
1,287.0,"India:Northern America|12445.87;South America|0.0;Central Asia|3100.76;Eastern Europe|23546.2;Northern Europe|5064.16;Western Europe|35311.12;Oceania|5531.89;Russian Federation|284.3;India|5633942.14;Pakistan|0.0;United States of America|41859.46;China|2619.0;"
1,287.0,"Western Europe:Northern America|417.08;South America|0.0;Central Asia|0.0;Eastern Europe|180.24;Northern Europe|0.0;Western Europe|3358865.72;Oceania|0.0;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|1484.42;China|0.0;"
1,287.0,"China:Northern America|64075.21;South America|442.16;Central Asia|3326.08;Eastern Europe|77740.3;Northern Europe|4532.94;Western Europe|37092.28;Oceania|16577.12;Russian Federation|3259.2;India|1264.1;Pakistan|482.28;United States of America|45993.03;China|9242130.5;"
1,287.0,"United States of America:Northern America|414.57;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|145.96;Western Europe|1624.53;Oceania|185.48;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|2883036.55;China|0.0;"
